"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-05-29","10.51",,,"0.00","0.0","0.0",,"96","67","  150","  150","40.0","47.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-05-30","16.55",,,"0.27","0.0","0.0",,"93","67","  160","  160","36.0","45.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-05-31","12.08",,,"0.22","0.0","0.0",,"84","67","  360","  360","28.0","34.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-01","7.38",,,"0.00","0.0","0.0",,"86","61","  150","  150","14.1","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-02","10.51",,,"0.00","0.0","0.0",,"96","72","  170","  170","19.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-03","14.32",,,"0.00","0.0","0.0",,"96","76","  190","  170","23.9","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-04","8.72",,,"0.00","0.0","0.0",,"94","75","  190","  200","19.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-05","7.61",,,"0.00","0.0","0.0",,"97","75","  280","  280","25.9","32.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-06","10.96",,,"1.59","0.0","0.0",,"95","69","  260","  260","36.0","48.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-07","6.71",,,"0.20","0.0","0.0",,"76","69","   20","  130","12.1","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-08","6.49",,,"0.00","0.0","0.0",,"87","70","   60","   50","13.0","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-09","7.61",,,"0.00","0.0","0.0",,"91","69","  140","  150","17.9","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-10","14.76",,,"0.00","0.0","0.0",,"93","75","  150","  160","25.9","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-11","16.78",,,"0.00","0.0","0.0",,"98","78","  280","  270","40.0","49.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-12","8.05",,,"0.00","0.0","0.0",,"91","70","   70","   60","25.1","32.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-13","8.50",,,"0.70","0.0","0.0",,"91","70","  360","  340","17.9","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-14","13.20",,,"0.00","0.0","0.0",,"94","77","  140","  150","21.0","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-15","11.63",,,"0.33","0.0","0.0",,"92","69","  330","  170","23.9","36.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-16","10.96",,,"0.00","0.0","0.0",,"93","74","  170","  170","15.0","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-17","8.95",,,"0.00","0.0","0.0",,"91","73","  160","  150","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-18","14.54",,,"0.00","0.0","0.0",,"92","76","  150","  180","21.9","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-19","18.12",,,"0.00","0.0","0.0",,"93","75","  150","  150","30.0","36.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-20","15.66",,,"0.00","0.0","0.0",,"93","76","  160","  160","23.9","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-21","5.14",,,"0.00","0.0","0.0",,"94","74","  170","  120","12.1","14.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-22","3.13",,,"0.00","0.0","0.0",,"97","74","   30","   40","12.1","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-23","6.04",,,"0.00","0.0","0.0",,"97","77","  130","  110","14.1","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-24","2.91",,,"0.00","0.0","0.0",,"100","75","  180","  190","10.1","14.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-25","1.57",,,"0.00","0.0","0.0",,"104","77","   30","   30","12.1","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-26","5.14",,,"0.00","0.0","0.0",,"106","77","  100","  110","16.1","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-27","9.84",,,"0.00","0.0","0.0",,"102","83","  140","  130","17.0","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-28","10.74",,,"0.00","0.0","0.0",,"100","80","  170","  180","19.9","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-29","10.51",,,"0.00","0.0","0.0",,"97","79","  180","  160","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-06-30","10.07",,,"0.00","0.0","0.0",,"96","77","  150","  130","23.0","28.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-01","10.74"," 9999",,"0.05","0.0","0.0",,"95","75","  160","  150","29.1","34.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-02","12.53"," 9999",,"0.00","0.0","0.0",,"93","78","  210","  190","19.9","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-03","12.75"," 9999",,"0.00","0.0","0.0",,"97","77","  170","  170","21.0","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-04","13.42"," 9999",,"0.00","0.0","0.0",,"98","77","  160","  180","21.0","28.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-05","10.07"," 9999",,"0.00","0.0","0.0",,"98","77","  150","  160","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-06","7.83"," 9999",,"0.00","0.0","0.0",,"99","77","  190","  210","15.0","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-07","6.71"," 9999",,"0.00","0.0","0.0",,"101","74","   40","   40","36.0","47.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-08","5.59"," 9999",,"0.00","0.0","0.0",,"97","74","  140","  140","34.9","44.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-09","7.38"," 9999",,"0.00","0.0","0.0",,"97","77","   80","   60","23.0","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-10","5.82"," 9999",,"0.02","0.0","0.0",,"93","75","   50","   50","32.0","38.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-11","8.50"," 9999",,"0.00","0.0","0.0",,"96","73","   50","   50","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-12","7.16"," 9999",,"0.00","0.0","0.0",,"95","75","   50","   70","16.1","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-13","5.82"," 9999",,"0.00","0.0","0.0",,"96","74","   40","  100","17.0","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-14","6.04"," 9999",,"0.00","0.0","0.0",,"96","75","   60","   50","38.9","48.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-15","6.49"," 9999",,"0.00","0.0","0.0",,"91","73","  200","   80","17.9","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-16","11.41"," 9999",,"0.00","0.0","0.0",,"96","71","  160","  150","21.0","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-17","11.41"," 9999",,"0.00","0.0","0.0",,"98","77","  180","  170","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-18","10.07"," 9999",,"0.00","0.0","0.0",,"99","76","  150","  150","17.0","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-19","9.40"," 9999",,"0.00","0.0","0.0",,"101","79","  220","  220","15.0","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-20","10.51"," 9999",,"0.71","0.0","0.0",,"105","77","  330","  340","48.1","64.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-21","5.59"," 9999",,"0.00","0.0","0.0",,"107","76","  150","  160","23.9","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-22","11.63"," 9999",,"0.00","0.0","0.0",,"101","81","  160","  150","19.9","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-23","11.18"," 9999",,"0.00","0.0","0.0",,"98","79","  170","  180","17.9","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-24","13.65"," 9999",,"0.00","0.0","0.0",,"97","78","  180","  180","19.9","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-25","15.21"," 9999",,"0.00","0.0","0.0",,"101","79","  170","  170","23.0","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-26","11.41"," 9999",,"0.00","0.0","0.0",,"101","79","  190","  190","21.9","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-27","8.95"," 9999",,"0.00","0.0","0.0",,"98","80","  200","  190","17.0","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-28","7.61"," 9999",,"0.00","0.0","0.0",,"103","78","  170","  160","16.1","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-29","8.50"," 9999",,"0.00","0.0","0.0",,"105","77","  210","  200","17.0","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-30","9.40"," 9999",,"0.00","0.0","0.0",,"103","82","  200","  180","15.0","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-07-31","9.17"," 2208"," 2238","0.00","0.0","0.0",,"106","79","  170","  190","16.1","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-01","11.86",,,"0.00","0.0","0.0",,"106","81","  190","  190","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-02","13.42",,,"0.00","0.0","0.0",,"107","82","  150","  180","21.0","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-03","13.65",,,"0.00","0.0","0.0",,"104","80","  170","  170","23.0","28.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-04","13.20",,,"0.00","0.0","0.0",,"102","80","  200","  170","21.9","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-05","6.93",,,"0.00","0.0","0.0",,"103","80","  170","  170","15.0","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-06","6.71",,,"0.00","0.0","0.0",,"104","81","  160","  170","15.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-07","5.82",,,"0.00","0.0","0.0",,"104","80","  320","  320","21.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-08","7.16",,,"0.00","0.0","0.0",,"96","79","  340","  340","23.9","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-09","7.16",,,"0.00","0.0","0.0",,"108","76","  240","  230","17.9","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-10","10.29",,,"0.00","0.0","0.0",,"98","81","   10","   20","21.0","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-11","5.37",,,"0.00","0.0","0.0",,"99","72","   50","   60","13.0","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-12","9.40",,,"0.00","0.0","0.0",,"105","76","  220","  220","25.1","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-13","8.05",,,"0.00","0.0","0.0",,"104","81","   50","   50","19.9","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-14","10.07",,,"0.57","0.0","0.0",,"106","74","  340","  350","31.1","36.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-15","8.72",,,"1.40","0.0","0.0",,"95","70","  340","  320","31.1","38.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-16","8.72",,,"0.00","0.0","0.0",,"91","79","  180","  180","19.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-17","4.92",,,"0.00","0.0","0.0",,"98","75","  280","  250","17.0","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-18","9.40",,,"0.93","0.0","0.0",,"87","69","  170","  170","25.9","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-19","6.26",,,"0.00","0.0","0.0",,"93","68","  330","   30","15.0","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-20","6.04",,,"0.00","0.0","0.0",,"93","69","   40","   40","14.1","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-21","4.92",,,"0.28","0.0","0.0",,"78","67","  270","  260","17.0","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-22","5.59",,,"0.00","0.0","0.0",,"90","65","  120","  120","15.0","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-23","9.40",,,"0.00","0.0","0.0",,"92","71","  140","  140","16.1","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-24","8.72",,,"0.00","0.0","0.0",,"93","73","  150","  150","21.0","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-25","15.21",,,"0.01","0.0","0.0",,"94","78","  180","  170","23.0","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-26","7.38",,,"0.00","0.0","0.0",,"86","76","  170","  170","19.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-27","5.14",,,"0.00","0.0","0.0",,"96","75","  350","  330","16.1","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-28","8.05",,,"0.00","0.0","0.0",,"95","76","   20","   20","25.9","32.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-29","11.41",,,"0.00","0.0","0.0",,"96","71","   20","  360","21.0","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-30","13.20",,,"0.00","0.0","0.0",,"98","76","  350","  340","23.9","32.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-08-31","4.47",,,"0.00","0.0","0.0",,"101","79","  180","  190","15.0","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-01","9.84",,,"0.00","0.0","0.0",,"99","78","  200","  200","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-02","10.74",,,"0.00","0.0","0.0",,"100","78","  200","  220","17.0","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-03","8.95",,,"0.00","0.0","0.0",,"101","78","  210","  150","15.0","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-04","9.17",,,"0.00","0.0","0.0",,"103","78","  200","  170","16.1","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-05","8.95",,,"0.00","0.0","0.0",,"103","77","  170","  170","16.1","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-06","5.59",,,"0.00","0.0","0.0",,"104","77","  310","  290","17.9","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-07","10.74",,,"0.00","0.0","0.0",,"104","79","   10","   10","33.1","40.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-08","17.00",,,"0.03","0.0","0.0",,"87","67","   20","   20","32.0","40.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-09","4.25",,,"0.00","0.0","0.0",,"91","57","   30","   50","16.1","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-10","5.37",,,"0.00","0.0","0.0",,"93","62","  200","  190","13.0","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-11","10.51",,,"0.00","0.0","0.0",,"92","69","  130","  130","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-12","8.95",,,"0.00","0.0","0.0",,"94","68","  160","  160","16.1","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-13","12.08",,,"0.00","0.0","0.0",,"87","72","  320","  340","25.1","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-14","10.96",,,"0.01","0.0","0.0",,"72","65","  330","  330","17.0","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-15","7.16",,,"0.00","0.0","0.0",,"77","63","  290","  300","14.1","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-16","3.58",,,"0.18","0.0","0.0",,"70","66","  270","  280","10.1","14.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-17","4.70",,,"0.00","0.0","0.0",,"83","67","  340","   20","12.1","14.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-18","9.62",,,"0.00","0.0","0.0",,"85","63","  360","  360","21.0","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-19","6.26",,,"0.00","0.0","0.0",,"88","59","  220","  200","15.0","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-20","8.95",,,"0.00","0.0","0.0",,"94","62","  200","  180","16.1","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-21","8.72",,,"0.00","0.0","0.0",,"96","64","  190","  190","16.1","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-22","6.49",,,"0.00","0.0","0.0",,"97","66","  210","  200","12.1","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-23","5.37",,,"0.00","0.0","0.0",,"95","66","  200","  180","13.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-24","12.30",,,"0.00","0.0","0.0",,"97","70","  170","  180","21.9","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-25","18.79",,,"0.00","0.0","0.0",,"95","73","  190","  190","30.0","36.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-26","13.20",,,"0.00","0.0","0.0",,"94","74","  190","  200","28.0","32.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-27","8.05",,,"0.00","0.0","0.0",,"91","74","   20","   20","21.0","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-28","5.82",,,"0.00","0.0","0.0",,"89","71","  350","  350","17.9","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-29","10.51",,,"1.43","0.0","0.0",,"73","66","   30","   40","23.0","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-09-30","13.20",,,"0.10","0.0","0.0",,"75","61","   20","   20","25.1","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-01","12.75",,,"0.00","0.0","0.0",,"84","60","  340","  320","21.9","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-02","8.05",,,"0.00","0.0","0.0",,"80","64","  330","  320","15.0","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-03","7.61",,,"0.00","0.0","0.0",,"84","59","  210","  220","19.9","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-04","9.17",,,"0.00","0.0","0.0",,"87","63","  150","  160","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-05","12.08",,,"0.00","0.0","0.0",,"84","57","   10","   20","23.9","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-06","14.09",,,"0.00","0.0","0.0",,"57","48","   30","   30","21.0","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-07","8.72",,,"0.00","0.0","0.0",,"53","47","   40","   50","17.9","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-08","5.59",,,"0.00","0.0","0.0",,"66","39","  140","  150","12.1","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-09","11.63",,,"0.00","0.0","0.0",,"82","50","  190","  200","25.9","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-10","6.26",,,"0.00","0.0","0.0",,"71","61","   40","   60","14.1","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-11","8.28",,,"0.00","0.0","0.0",,"87","64","  150","  150","23.0","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-12","10.74",,,"0.00","0.0","0.0",,"86","70","  150","  150","21.9","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-13","18.34",,,"0.12","0.0","0.0",,"84","70","  200","  300","32.0","40.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-14","10.29",,,"0.90","0.0","0.0",,"83","62","  280","  270","36.0","47.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-15","4.03",,,"0.00","0.0","0.0",,"82","54","  210","  170","10.1","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-16","12.53",,,"0.00","0.0","0.0",,"77","59","  200","  190","25.9","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-17","16.11",,,"0.00","0.0","0.0",,"88","60","  230","  230","25.9","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-18","8.50",,,"0.00","0.0","0.0",,"76","51","   20","   20","21.0","28.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-19","9.17",,,"0.00","0.0","0.0",,"78","51","  330","  320","21.0","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-20","13.87",,,"0.00","0.0","0.0",,"88","53","  190","  190","25.9","32.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-21","19.24",,,"0.00","0.0","0.0",,"89","75","  190","  200","30.0","36.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-22","13.65",,,"0.00","0.0","0.0",,"86","73","  180","  180","28.0","34.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-23","13.87",,,"0.00","0.0","0.0",,"85","71","  180","  190","23.9","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-24","14.76",,,"0.00","0.0","0.0",,"85","69","  190","  190","23.9","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-25","17.67",,,"0.00","0.0","0.0",,"81","54","  330","  320","32.0","38.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-26","17.22",,,"0.00","0.0","0.0",,"57","46","   10","   20","25.9","34.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-27","8.72",,,"0.00","0.0","0.0",,"59","38","   20","   30","19.9","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-28","6.71",,,"0.00","0.0","0.0",,"64","38","  350","  350","16.1","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-29","2.91",,,"0.00","0.0","0.0",,"68","41","  210",,"8.1",
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-30","6.04",,,"0.00","0.0","0.0",,"77","43","  210","  220","13.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-10-31","5.37",,,"0.00","0.0","0.0",,"83","50","  360","  330","14.1","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-01","3.80",,,"0.00","0.0","0.0",,"88","52","  200",,"14.1",
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-02","10.74",,,"0.00","0.0","0.0",,"87","55","  210","  210","21.9","28.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-03","7.61",,,"0.00","0.0","0.0",,"84","59","  200",,"17.0",
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-04","4.47",,,"0.00","0.0","0.0",,"75","54","  360",,"12.1",
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-05","9.17",,,"0.00","0.0","0.0",,"77","52","   10","  340","21.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-06","3.80",,,"0.00","0.0","0.0",,"74","45","  260",,"12.1",
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-07","4.92",,,"0.00","0.0","0.0",,"76","48","  140","  140","8.9","13.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-08","13.20",,,"0.00","0.0","0.0",,"82","51","  180","  190","31.1","36.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-09","19.91",,,"0.00","0.0","0.0",,"84","65","  190","  190","38.0","44.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-10","20.58",,,"0.00","0.0","0.0",,"81","65","  200","  190","34.9","42.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-11","16.33",,,"0.05","0.0","0.0",,"76","43","  180","  170","30.0","38.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-12","7.38",,,"0.00","0.0","0.0",,"56","37","   10","   10","17.9","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-13","4.47",,,"0.00","0.0","0.0",,"59","35","  120","  130","15.0","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-14","3.13",,,"0.00","0.0","0.0",,"63","42","  210",,"10.1",
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-15","4.70",,,"0.00","0.0","0.0",,"65","39","  150","  140","12.1","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-16","2.91",,,"0.00","0.0","0.0",,"65","38","   40","   90","10.1","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-17","4.47",,,"0.00","0.0","0.0",,"65","38","  130","  150","12.1","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-18","8.05",,,"0.00","0.0","0.0",,"69","42","  150","  150","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-19","9.62",,,"0.00","0.0","0.0",,"72","54","  210","  190","19.9","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-20","2.68",,,"0.00","0.0","0.0",,"80","50","  180","  360","8.9","12.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-21","5.59",,,"0.00","0.0","0.0",,"80","49","  150","  140","15.0","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-22","11.86",,,"0.00","0.0","0.0",,"78","53","  190","  190","25.1","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-23","14.54",,,"0.00","0.0","0.0",,"66","45","   20","   20","32.0","40.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-24","5.37",,,"0.00","0.0","0.0",,"60","37","  170","  170","12.1","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2012-11-25","13.42",,,"0.00","0.0","0.0",,"76","44","  190","  190","23.9","28.0"
