"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-01-28","17.90"," 1507"," 1511","0.00","0.0",,"57","66","48","  190","  190","29.1","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-01-29","13.65"," 1415"," 1055","0.00","0.0",,"49","56","41","  330","  330","21.9","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-01-30","7.16"," 2351"," 2338","0.00","0.0",,"46","51","40","  170","  160","17.9","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-01-31","10.29"," 0150"," 0150","0.00","0.0",,"51","64","38","  190","  180","23.0","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-01","11.63"," 1437"," 1423","0.00","0.0",,"54","72","35","  200","  200","23.0","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-02","19.46"," 2349"," 1604","0.00","0.0",,"63","77","49","  180","  190","29.1","36.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-03","17.22"," 1613"," 1613","0.00","0.0",,"52","65","38","  310","  310","29.1","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-04","5.59"," 0912"," 1008","0.00","0.0",,"40","51","28","   20","   20","13.0","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-05","11.63"," 2059"," 2054","0.40","0.0",,"43","50","36","  130","  120","25.1","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-06","11.41"," 2254"," 2253","0.30","0.0",,"39","41","37","  360","  360","23.0","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-07","10.96"," 0403"," 0141","0.00","0.0",,"33","40","26","  360","  360","23.0","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-08","8.50"," 1559"," 1558","0.00","0.0",,"37","42","32","  190","  190","15.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-09","8.28"," 2243"," 2243","0.03","0.0",,"45","52","38","   20","   20","17.0","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-10","7.61"," 0353"," 0351","0.00","0.0",,"47","58","36","  340","  340","17.0","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-11","8.50"," 1017"," 1005","0.00","0.0",,"52","67","37","  220","  200","16.1","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-12","7.61"," 1655"," 1720","0.00","0.0",,"51","64","38","  130","  130","15.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-13","9.84"," 2201"," 2156","0.04","0.0",,"62","66","58","  170","  170","21.9","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-14","17.00"," 1516"," 1208","0.09","0.0",,"69","74","63","  190","  200","25.1","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-15","19.91"," 2215"," 2212","0.00","0.0",,"52","66","37","  320","  320","29.1","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-16","16.11"," 0252"," 0252","0.00","0.0",,"38","44","32","  330","  340","29.1","32.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-17","7.83"," 1631"," 1631","0.00","0.0",,"44","60","27","  170","  160","19.9","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-18","14.09"," 2318"," 2318","0.00","0.0",,"53","66","40","  180","  180","31.1","34.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-19","12.75"," 0112"," 0111","0.00","0.0",,"54","63","45","  190","  190","23.9","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-20","7.83"," 1615"," 1832","0.60","0.0",,"47","49","44","   60","   70","15.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-21","11.86"," 2353"," 2119","1.06","0.0",,"49","53","45","  330","  340","21.9","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-22","13.42"," 0228"," 0228","0.12","0.0",,"55","65","45","  330","  330","25.1","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-23","21.47"," 1206"," 1206","0.00","0.0",,"48","65","30","  270","  270","36.9","42.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-24","16.78"," 1817"," 1816","0.36","2.0",,"26","31","20","   10","   10","23.0","28.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-25","10.29"," 0315"," 0313","0.07","0.0",,"24","28","20","  340","  340","17.9","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-26","7.83"," 0919"," 0902","0.00","0.0",,"32","36","27","   10","   10","13.0","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-27","5.59"," 2321"," 2230","0.00","0.0",,"36","40","32","   20","   20","12.1","14.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-02-28","4.92"," 0605"," 1623","0.00","0.0",,"38","45","31","   60","  120","12.1","13.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-01","4.70"," 1255"," 1242","0.00","0.0",,"45","50","40","  160","  130","8.9","12.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-02","9.17"," 1045"," 1709","0.00","0.0",,"47","51","42","   20","   10","17.9","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-03","8.05"," 2051"," 2050","0.00","0.0",,"48","56","39","  180","  190","19.9","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-04","14.99"," 1521"," 1500","0.00","0.0",,"54","63","45","  180","  160","28.0","34.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-05","14.09"," 0059"," 0059","0.00","0.0",,"42","52","31","  320","  320","25.9","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-06","6.49"," 0018"," 0135","0.00","0.0",,"43","59","26","   10","  340","15.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-07","10.74"," 1552"," 1552","0.00","0.0",,"60","80","40","  180","  190","19.9","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-08","10.29"," 1608"," 1608","0.00","0.0",,"60","68","51","  200","  190","21.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-09","10.29"," 1725"," 0800","0.00","0.0",,"50","59","41","   20","  360","17.0","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-10","4.70"," 0312"," 0312","0.00","0.0",,"47","58","35","   10","   10","15.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-11","10.51"," 1611"," 1611","0.00","0.0",,"58","71","44","  190","  180","25.9","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-12","13.20"," 1543"," 1607","0.00","0.0",,"70","78","62","  170","  170","23.9","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-13","9.17"," 0525"," 1139","0.00","0.0",,"64","74","54","   70","  330","17.9","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-14","5.59"," 1515"," 1514","0.00","0.0",,"60","75","44","  350","  360","13.0","14.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-15","7.38"," 1543"," 1541","0.00","0.0",,"64","80","48","  180","  170","17.0","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-16","10.07"," 1217"," 1719","0.00","0.0",,"67","78","56","  190","  140","21.0","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-17","12.30"," 1420"," 1234","0.00","0.0",,"68","78","58","  190","  170","21.9","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-18","7.61"," 0412"," 0408","0.73","0.0",,"58","64","51","  310","  300","23.9","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-19","14.76"," 1857"," 1412","0.02","0.0",,"60","73","46","  210","  210","25.9","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-20","16.55"," 1405"," 1215","0.00","0.0",,"54","57","51","  320","  290","25.1","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-21","6.71"," 0310"," 0310","0.00","0.0",,"56","63","49","  320","  330","17.0","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-22","7.61"," 1426"," 1425","0.10","0.0",,"52","60","44","  230","  230","16.1","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-23","8.72"," 1352"," 1351","0.00","0.0",,"57","73","41","  190","  190","19.9","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-24","17.67"," 1150"," 1150","0.00","0.0",,"66","78","54","  180","  180","30.0","36.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-25","12.30"," 1822"," 1816","0.00","0.0",,"67","77","57","  360","   10","23.0","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-26","7.83"," 0318"," 0229","0.00","0.0",,"58","70","46","  360","  360","17.0","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-27","18.57"," 1237"," 1235","0.00","0.0",,"65","78","52","  180","  180","36.0","40.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-28","18.79"," 0250"," 0242","0.00","0.0",,"51","60","41","  340","  340","33.1","38.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-29","14.09"," 1708"," 1259","0.00","0.0",,"47","55","39","  330","  340","28.0","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-30","4.92"," 1417"," 1637","0.00","0.0",,"49","63","34","  290","  280","15.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-03-31","12.97"," 2155"," 2139","0.00","0.0",,"61","80","41","  190","  200","21.9","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-01","21.92"," 1555"," 1558","0.00","0.0",,"65","78","52","  190","  180","34.9","40.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-02","22.59"," 1409"," 1809","0.00","0.0",,"68","80","56","  170","  180","31.1","36.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-03","18.79"," 1107"," 2048","0.00","0.0",,"70","77","63","  180","  170","28.0","32.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-04","12.08"," 0239"," 0238","0.55","0.0",,"71","81","61","  190","  190","28.0","34.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-05","10.74"," 2028"," 2026","0.13","0.0",,"64","75","53","   50","   20","36.9","53.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-06","13.42"," 1540"," 1233","0.02","0.0",,"69","82","55","  280","  240","25.9","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-07","13.65"," 2325"," 2315","0.00","0.0",,"60","69","50","  350","  360","23.0","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-08","19.91"," 1527"," 0330","0.00","0.0",,"48","57","38","  320","  340","31.1","36.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-09","8.72"," 1138"," 1056","0.00","0.0",,"50","65","34","  340","  320","21.9","28.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-10","3.80"," 1200"," 1108","0.00","0.0",,"57","75","38","  190","  180","13.0","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-11","4.92"," 1648"," 1430","0.00","0.0",,"65","79","51","  140","  120","15.0","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-12","5.37"," 1636"," 1416","0.00","0.0",,"66","81","51","  140","  140","14.1","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-13","12.30"," 1520"," 1519","0.00","0.0",,"71","84","58","  190","  190","23.0","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-14","17.00"," 1457"," 1642","0.00","0.0",,"71","83","59","  170","  140","25.9","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-15","22.37"," 2120"," 2127","0.00","0.0",,"72","79","64","  160","  170","34.9","45.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-16","17.90"," 0122"," 1307","0.00","0.0",,"75","87","62","  180","  240","32.0","38.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-17","6.26"," 0732"," 0834","0.00","0.0",,"65","77","53","  340","   10","14.1","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-18","16.11"," 2147"," 2148","0.00","0.0",,"72","82","62","  140","  140","36.9","44.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-19","19.69"," 2359"," 2358","0.00","0.0",,"77","86","68","  160","  160","30.0","36.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-20","13.20"," 0417"," 0320","0.00","0.0",,"64","74","53","  320","  330","23.9","28.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-21","6.04"," 1113"," 1117","0.00","0.0",,"64","78","50","   10","   20","15.0","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-22","5.82"," 1040"," 1042","0.14","0.0",,"62","70","54","  130","  140","25.9","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-23","13.87"," 2017"," 2016","0.52","0.0",,"66","71","60","  220","  220","40.9","48.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-24","14.09"," 1348"," 1306","0.00","0.0",,"75","86","64","  220","  240","25.9","32.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-25","11.63"," 1519"," 1515","0.00","0.0",,"67","78","55","  330","  330","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-26","6.93"," 1748"," 1734","0.00","0.0",,"66","80","52","  120","  150","14.1","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-27","14.09"," 1533"," 1307","0.00","0.0",,"74","88","60","  180","  170","25.1","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-28","10.07"," 0231"," 0230","0.03","0.0",,"73","79","66","  180","  180","21.0","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-29","12.30"," 2346"," 2344","0.04","0.0",,"74","84","64","  320","  310","36.0","38.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-04-30","15.43"," 1032"," 1031","0.47","0.0",,"73","83","62","  200","  200","30.0","34.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-01","13.42"," 0209"," 0250","0.02","0.0",,"79","90","68","  180","  200","25.1","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-02","5.82"," 2102"," 2059","0.01","0.0",,"71","81","61","  220","  220","17.0","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-03","10.29"," 2146"," 2141","0.00","0.0",,"71","83","59","  170","  150","21.9","28.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-04","19.24"," 1233"," 1231","0.00","0.0",,"79","84","73","  190","  180","31.1","36.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-05","10.51"," 0131"," 0142","0.00","0.0",,"83","90","75","  190","  200","19.9","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-06","11.86"," 1758"," 1758","0.00","0.0",,"80","86","73","  180","  170","23.0","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-07","10.29"," 2058"," 2202","0.00","0.0",,"80","91","68","  150","  160","23.0","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-08","18.57"," 1259"," 0110","0.00","0.0",,"84","89","78","  170","  170","25.9","34.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-09","18.57"," 2217"," 2221","0.00","0.0",,"82","88","76","  170","  160","28.0","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-10","15.88"," 2355"," 2357","0.00","0.0",,"81","87","74","   10","   10","29.1","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-11","12.30"," 0034"," 0019","0.00","0.0",,"70","78","61","   10","   20","25.9","36.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-12","8.50"," 0913"," 0936","0.00","0.0",,"68","83","58","   70","   80","17.9","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-13","11.41"," 1536"," 1530","0.06","0.0",,"75","86","63","  180","  200","21.9","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-14","11.18"," 1224"," 1224","0.00","0.0",,"78","84","71","  180","  180","21.9","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-15","9.40"," 2359"," 2359","0.00","0.0",,"74","80","67","  130","  130","23.9","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-16","17.90"," 0124"," 0138","0.19","0.0",,"81","94","68","  150","  150","30.0","38.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-17","11.63"," 0921"," 0920","0.00","0.0",,"72","79","64","  320","  320","21.9","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-18","4.25"," 1818"," 1741","0.00","0.0",,"75","88","61","  150","  180","10.1","13.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-19","9.40"," 1538"," 1345","0.00","0.0",,"80","93","67","  130","  170","17.9","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-20","13.42"," 0941"," 0815","0.60","0.0",,"69","80","57","  330","  340","25.9","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-21","6.93"," 1025"," 1024","0.03","0.0",,"65","68","62","   20","   20","15.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-22","6.26"," 0826"," 0826","0.00","0.0",,"68","75","60","   20","   20","12.1","15.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-23","4.25"," 2352"," 1508","0.00","0.0",,"73","85","61","  160","  110","8.9","12.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-24","10.07"," 2344"," 2342","0.02","0.0",,"80","91","69","   70","   90","21.9","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-25","9.62"," 0043"," 0015","1.60","0.0",,"70","76","64","   90","   90","25.9","33.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-26","8.95"," 1655"," 1115","0.00","0.0",,"68","77","58","   10","   10","15.0","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-27","6.26"," 1424"," 1420","0.00","0.0",,"72","82","61","   20","   40","14.1","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-28","4.03"," 1611"," 1607","0.00","0.0",,"72","85","59","  320","  330","13.0","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-29","6.71"," 1034"," 1213","0.00","0.0",,"79","94","63","  280","   10","13.0","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-30","10.07"," 1505"," 1423","0.00","0.0",,"84","100","67","  200","  190","21.0","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-05-31","8.50"," 1911"," 1914","0.00","0.0",,"83","96","69","   20","   10","17.0","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-01","10.29"," 1841"," 1840","0.00","0.0",,"81","94","68","  150","  150","19.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-02","10.96"," 1533"," 1533","0.00","0.0",,"84","93","74","  290","  290","19.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-03","6.26"," 1818"," 2359","0.00","0.0",,"81","92","69","  110","  120","14.1","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-04","10.96"," 1506"," 1505","0.00","0.0",,"81","89","73","  110","  110","21.0","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-05","9.62"," 1333"," 1300","0.42","0.0",,"72","77","66","   80","   60","21.0","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-06","9.40"," 1242"," 1241","0.04","0.0",,"75","82","67","  320","  310","21.0","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-07","3.58"," 2144"," 1449","0.00","0.0",,"74","87","60","  130","  200","10.1","13.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-08","5.82"," 0211"," 0210","0.32","0.0",,"72","80","64","  360","  360","25.1","32.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-09","10.51"," 1603"," 1456","0.00","0.0",,"79","91","67","  190","  170","21.0","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-10","14.99"," 2253"," 2253","0.33","0.0",,"80","91","69","  260","  260","36.0","44.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-11","16.11"," 2202"," 2158","0.71","0.0",,"81","93","69","  300","  290","45.0","53.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-12","13.20"," 1401"," 1401","1.34","0.0",,"76","84","67","  320","  320","34.9","42.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-13","9.40"," 1119"," 0532","1.17","0.0",,"72","78","66","  130","  110","23.0","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-14","5.37"," 1745"," 1739","0.00","0.0",,"75","85","64","   40","   40","21.0","25.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-15","7.38"," 1609"," 1610","0.01","0.0",,"78","87","69","   30","   30","28.0","32.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-16","6.93"," 1524"," 1524","0.69","0.0",,"77","86","68","   20","   20","30.0","34.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-17","7.16"," 1647"," 1710","0.00","0.0",,"77","85","68","   30","   40","17.0","19.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-18","5.37"," 1112"," 1111","0.00","0.0",,"78","88","67","  340","  340","13.0","16.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-19","6.26"," 1705"," 1705","0.00","0.0",,"81","90","71","   20","   20","14.1","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-20","5.82"," 1844"," 1639","0.00","0.0",,"82","91","72","  120","  100","16.1","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-21","7.83"," 1726"," 1725","0.00","0.0",,"83","92","74","  130","  120","16.1","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-22","11.18"," 1822"," 1618","0.00","0.0",,"85","94","75","  140","  170","17.9","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-23","13.42"," 1539"," 1625","0.00","0.0",,"86","94","78","  160","  170","21.0","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-24","14.99"," 1126"," 1048","0.00","0.0",,"87","94","79","  180","  190","21.9","28.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-25","12.75"," 1144"," 1303","0.00","0.0",,"86","94","78","  180","  150","21.0","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-26","10.74"," 0203"," 0202","0.14","0.0",,"76","85","67","  280","  280","25.1","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-27","4.70"," 0713"," 0700","0.00","0.0",,"77","88","65","   20","  360","12.1","14.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-28","5.14"," 1922"," 1902","0.00","0.0",,"79","91","66","  120","  120","15.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-29","4.70"," 1434"," 1434","0.00","0.0",,"81","92","69","  100","   90","15.0","17.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-06-30","4.47"," 1307"," 1305","0.00","0.0",,"82","93","71","   20","   20","14.1","21.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-01","4.92"," 1428"," 1424","0.00","0.0",,"86","96","75","   20","   20","30.0","36.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-02","6.26"," 1644"," 1643","0.00","0.0",,"86","98","74","   60","   60","32.0","38.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-03","6.93"," 2110"," 2108","0.00","0.0",,"85","96","74","  150","  150","16.1","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-04","8.05"," 1831"," 1830","0.00","0.0",,"83","93","73","  160","  160","21.0","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-05","10.29"," 1101"," 1058","0.04","0.0",,"80","88","72","  170","  180","25.1","31.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-06","10.96"," 1432"," 1431","0.04","0.0",,"84","91","77","  240","  230","30.0","36.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-07","10.96"," 1800"," 1756","0.00","0.0",,"85","94","75","  170","  180","23.0","30.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-08","10.96"," 1755"," 1756","0.00","0.0",,"84","93","74","  160","  160","23.0","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-09","14.76"," 1950"," 1437","0.00","0.0",,"85","96","74","  170","  190","23.0","29.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-10","10.74"," 2017"," 1028","0.00","0.0",,"86","96","76","  110","  210","19.9","25.1"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-11","7.16"," 1404"," 1404","0.00","0.0",,"85","97","72","  100","  100","15.0","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-12","9.84"," 1628"," 1622","0.00","0.0",,"84","96","72","  140","  130","16.1","21.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-13","11.41"," 1858"," 1916","0.00","0.0",,"88","99","77","  140","  150","19.9","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-14","10.29"," 1257"," 1542","0.00","0.0",,"88","99","76","  170","  170","17.9","23.0"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-15","9.84"," 1749"," 1840","0.00","0.0",,"86","97","74","  140","  120","16.1","17.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-16","10.29"," 1904"," 1903","0.00","0.0",,"85","95","75","  150","  150","17.9","23.9"
"USW00003927","DAL FTW WSCMO AIRPORT, TX US","2003-07-17","6.93"," 0805"," 0758","0.00","0.0",,"86","97","75","  210","  220","15.0","17.9"
